contrast,family,quantity,stratum,seed,n_rows,n_parents,value_row,value_parent,ci_lo,ci_hi,boot,terms
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,B_state2,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,B_state2,small_edit,cross_seed_mean,5,3,0.133333,0.111111,0.0,0.333333,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,AB_state3,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,AB_state3,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,AB_state3,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,AB_state3,small_edit,cross_seed_mean,5,3,0.066667,0.055556,0.0,0.166667,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,CCM,small_edit,803,5,3,0.2,,0.0,0.5,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,CCM,small_edit,805,5,3,0.0,,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,CCM,small_edit,806,5,3,0.0,,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,CCM,small_edit,cross_seed_mean,5,3,0.066667,,,,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,J,other_edit,803,173,84,0.213873,0.207341,0.121032,0.298611,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,J,other_edit,805,173,84,0.219653,0.204365,0.124008,0.28869,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,J,other_edit,806,173,84,0.202312,0.193452,0.104167,0.287698,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,J,other_edit,cross_seed_mean,173,84,0.211946,0.20172,0.132267,0.270833,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,atomic_joint,other_edit,803,173,84,0.104046,0.089286,0.015873,0.164732,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,atomic_joint,other_edit,805,173,84,0.156069,0.146825,0.077381,0.220238,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,atomic_joint,other_edit,806,173,84,0.115607,0.104167,0.026786,0.186533,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,atomic_joint,other_edit,cross_seed_mean,173,84,0.125241,0.113426,0.053241,0.179233,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,P_state0,other_edit,803,173,84,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,P_state0,other_edit,805,173,84,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,P_state0,other_edit,806,173,84,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,P_state0,other_edit,cross_seed_mean,173,84,0.0,0.0,0.0,0.0,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,A_state1,other_edit,803,173,84,0.057803,0.034722,-0.021825,0.094246,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,A_state1,other_edit,805,173,84,0.109827,0.094246,0.041667,0.159722,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,A_state1,other_edit,806,173,84,0.063584,0.058532,-0.005952,0.126984,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,A_state1,other_edit,cross_seed_mean,173,84,0.077071,0.0625,0.017857,0.111111,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,B_state2,other_edit,803,173,84,0.057803,0.069444,0.02381,0.125,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,B_state2,other_edit,805,173,84,0.069364,0.083333,0.035714,0.140873,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,B_state2,other_edit,806,173,84,0.075145,0.06746,0.015873,0.122024,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,B_state2,other_edit,cross_seed_mean,173,84,0.067437,0.073413,0.033399,0.119378,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,AB_state3,other_edit,803,173,84,0.121387,0.132937,0.069444,0.204365,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,AB_state3,other_edit,805,173,84,0.075145,0.072421,0.024802,0.128001,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,AB_state3,other_edit,806,173,84,0.092486,0.10119,0.032738,0.172619,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,AB_state3,other_edit,cross_seed_mean,173,84,0.096339,0.102183,0.053894,0.156101,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,CCM,other_edit,803,173,84,0.134972,,0.065823,0.212926,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,CCM,other_edit,805,173,84,0.084853,,0.022807,0.155706,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,CCM,other_edit,806,173,84,0.116034,,0.047863,0.190462,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
B_lowstride_pretrained_flip minus A_lowstride_pretrained_flip,paired_contrast,CCM,other_edit,cross_seed_mean,173,84,0.111953,,,,4000,+1*B_lowstride_pretrained_flip -1*A_lowstride_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,J,all,803,178,85,0.191011,0.213725,0.118627,0.311765,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,J,all,805,178,85,0.213483,0.221569,0.134314,0.310809,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,J,all,806,178,85,0.185393,0.19902,0.1,0.302941,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,J,all,cross_seed_mean,178,85,0.196629,0.211438,0.148039,0.279428,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,atomic_joint,all,803,178,85,0.151685,0.156863,0.077451,0.236299,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,atomic_joint,all,805,178,85,0.129213,0.132353,0.045098,0.223529,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,atomic_joint,all,806,178,85,0.140449,0.121569,0.023505,0.212745,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,atomic_joint,all,cross_seed_mean,178,85,0.140449,0.136928,0.070261,0.210131,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,P_state0,all,803,178,85,0.02809,0.023529,0.0,0.058824,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,P_state0,all,805,178,85,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,P_state0,all,806,178,85,0.022472,0.023529,0.0,0.058824,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,P_state0,all,cross_seed_mean,178,85,0.016854,0.015686,0.003922,0.031373,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,A_state1,all,803,178,85,0.08427,0.10098,0.034289,0.172549,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,A_state1,all,805,178,85,0.073034,0.084314,0.015686,0.158824,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,A_state1,all,806,178,85,0.11236,0.112745,0.030368,0.2,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,A_state1,all,cross_seed_mean,178,85,0.089888,0.099346,0.039216,0.161111,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,B_state2,all,803,178,85,0.117978,0.126471,0.067647,0.194118,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,B_state2,all,805,178,85,0.106742,0.090196,0.021569,0.159804,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,B_state2,all,806,178,85,0.101124,0.094118,0.02549,0.171569,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,B_state2,all,cross_seed_mean,178,85,0.108614,0.103595,0.058162,0.158497,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,AB_state3,all,803,178,85,0.050562,0.07451,-0.01375,0.166667,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,AB_state3,all,805,178,85,0.101124,0.106863,0.039216,0.178431,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,AB_state3,all,806,178,85,0.05618,0.081373,-0.005882,0.173529,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,AB_state3,all,cross_seed_mean,178,85,0.069288,0.087582,0.030392,0.146413,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,CCM,all,803,178,85,0.096172,,0.005564,0.187964,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,CCM,all,805,178,85,0.146407,,0.067054,0.232114,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,CCM,all,806,178,85,0.102985,,-0.006955,0.212143,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,CCM,all,cross_seed_mean,178,85,0.115188,,,,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,J,small_edit,803,5,3,0.4,0.333333,0.0,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,J,small_edit,805,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,J,small_edit,806,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,J,small_edit,cross_seed_mean,5,3,0.266667,0.222222,0.0,0.333333,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,atomic_joint,small_edit,803,5,3,0.4,0.333333,0.0,1.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,atomic_joint,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,atomic_joint,small_edit,806,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,atomic_joint,small_edit,cross_seed_mean,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,P_state0,small_edit,803,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,P_state0,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,P_state0,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,P_state0,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,A_state1,small_edit,803,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,A_state1,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,A_state1,small_edit,806,5,3,-0.2,-0.166667,-0.5,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,A_state1,small_edit,cross_seed_mean,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,B_state2,small_edit,803,5,3,0.4,0.333333,0.0,1.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,B_state2,small_edit,805,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,B_state2,small_edit,806,5,3,0.4,0.333333,0.0,1.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,B_state2,small_edit,cross_seed_mean,5,3,0.266667,0.222222,0.0,0.666667,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,AB_state3,small_edit,803,5,3,0.0,0.0,-0.5,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,AB_state3,small_edit,805,5,3,0.2,0.166667,0.0,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,AB_state3,small_edit,806,5,3,0.0,0.0,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,AB_state3,small_edit,cross_seed_mean,5,3,0.066667,0.055556,-0.166667,0.333333,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,CCM,small_edit,803,5,3,0.133333,,-0.4,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,CCM,small_edit,805,5,3,0.333333,,0.0,0.5,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,CCM,small_edit,806,5,3,0.0,,0.0,0.0,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
A_lowstride_pretrained_flip minus A_standard_pretrained_flip,paired_contrast,CCM,small_edit,cross_seed_mean,5,3,0.155556,,,,4000,+1*A_lowstride_pretrained_flip -1*A_standard_pretrained_flip
